id,index_key,level,scope,snap_date,value,components,note
493,greed,sector,中证500,2026-06-30,79.18,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23}",
494,heat,sector,中证500,2026-06-30,65.23,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23}",
495,fear,sector,创业板,2026-06-30,55.49,"{""volatility_pct"": 96.04, ""momentum_pct"": 85.07, ""amount_pct"": 88.0}",
496,greed,sector,创业板,2026-06-30,86.53,"{""volatility_pct"": 96.04, ""momentum_pct"": 85.07, ""amount_pct"": 88.0}",
497,heat,sector,创业板,2026-06-30,88.0,"{""volatility_pct"": 96.04, ""momentum_pct"": 85.07, ""amount_pct"": 88.0}",
498,fear,sector,科创50,2026-06-30,47.66,"{""volatility_pct"": 94.63, ""momentum_pct"": 99.3, ""amount_pct"": 94.8}",
499,greed,sector,科创50,2026-06-30,97.05,"{""volatility_pct"": 94.63, ""momentum_pct"": 99.3, ""amount_pct"": 94.8}",
500,heat,sector,科创50,2026-06-30,94.8,"{""volatility_pct"": 94.63, ""momentum_pct"": 99.3, ""amount_pct"": 94.8}",
501,fear,sector,银行,2026-06-30,92.26,"{""volatility_pct"": 85.14, ""momentum_pct"": 0.62, ""amount_pct"": 97.17, ""sector_flow"": {""raw"": -50.19, ""pct"": null}, ""sector_amount"": 85.37}",
502,greed,sector,银行,2026-06-30,48.9,"{""volatility_pct"": 85.14, ""momentum_pct"": 0.62, ""amount_pct"": 97.17, ""sector_flow"": {""raw"": -50.19, ""pct"": null}, ""sector_amount"": 85.37}",
503,heat,sector,银行,2026-06-30,91.27,"{""volatility_pct"": 85.14, ""momentum_pct"": 0.62, ""amount_pct"": 97.17, ""sector_flow"": {""raw"": -50.19, ""pct"": null}, ""sector_amount"": 85.37}",
504,fear,sector,白酒,2026-06-30,48.25,"{""volatility_pct"": 37.51, ""momentum_pct"": 41.0, ""amount_pct"": 68.18, ""sector_flow"": {""raw"": -7.36, ""pct"": null}, ""sector_amount"": 63.73}",
505,greed,sector,白酒,2026-06-30,54.59,"{""volatility_pct"": 37.51, ""momentum_pct"": 41.0, ""amount_pct"": 68.18, ""sector_flow"": {""raw"": -7.36, ""pct"": null}, ""sector_amount"": 63.73}",
506,heat,sector,白酒,2026-06-30,65.95,"{""volatility_pct"": 37.51, ""momentum_pct"": 41.0, ""amount_pct"": 68.18, ""sector_flow"": {""raw"": -7.36, ""pct"": null}, ""sector_amount"": 63.73}",
507,fear,sector,半导体,2026-06-30,47.62,"{""volatility_pct"": 94.71, ""momentum_pct"": 99.47, ""amount_pct"": 95.37, ""sector_flow"": {""raw"": 289.55, ""pct"": null}, ""sector_amount"": 99.96}",
508,greed,sector,半导体,2026-06-30,97.42,"{""volatility_pct"": 94.71, ""momentum_pct"": 99.47, ""amount_pct"": 95.37, ""sector_flow"": {""raw"": 289.55, ""pct"": null}, ""sector_amount"": 99.96}",
509,heat,sector,半导体,2026-06-30,97.66,"{""volatility_pct"": 94.71, ""momentum_pct"": 99.47, ""amount_pct"": 95.37, ""sector_flow"": {""raw"": 289.55, ""pct"": null}, ""sector_amount"": 99.96}",
510,fear,sector,医药,2026-06-30,45.22,"{""volatility_pct"": 85.62, ""momentum_pct"": 95.19, ""amount_pct"": 74.14, ""sector_flow"": {""raw"": -14.51, ""pct"": null}, ""sector_amount"": 98.73}",
511,greed,sector,医药,2026-06-30,84.66,"{""volatility_pct"": 85.62, ""momentum_pct"": 95.19, ""amount_pct"": 74.14, ""sector_flow"": {""raw"": -14.51, ""pct"": null}, ""sector_amount"": 98.73}",
512,heat,sector,医药,2026-06-30,86.44,"{""volatility_pct"": 85.62, ""momentum_pct"": 95.19, ""amount_pct"": 74.14, ""sector_flow"": {""raw"": -14.51, ""pct"": null}, ""sector_amount"": 98.73}",
513,fear,sector,新能源车,2026-06-30,73.75,"{""volatility_pct"": 83.97, ""momentum_pct"": 36.47, ""amount_pct"": 35.67, ""sector_flow"": {""raw"": -6.82, ""pct"": null}, ""sector_amount"": 43.48}",
514,greed,sector,新能源车,2026-06-30,36.07,"{""volatility_pct"": 83.97, ""momentum_pct"": 36.47, ""amount_pct"": 35.67, ""sector_flow"": {""raw"": -6.82, ""pct"": null}, ""sector_amount"": 43.48}",
515,heat,sector,新能源车,2026-06-30,39.58,"{""volatility_pct"": 83.97, ""momentum_pct"": 36.47, ""amount_pct"": 35.67, ""sector_flow"": {""raw"": -6.82, ""pct"": null}, ""sector_amount"": 43.48}",
